date,peak_load_MW
2020-07-11,32930.28699551569
2020-07-12,32217.399267399273
2020-07-13,37522.94617563739
2020-07-14,37801.83044315992
2020-07-15,36766.72489082969
2020-07-16,35907.69774011299
2020-07-17,36882.5389948007
2020-07-18,33188.09523809524
2020-07-19,31832.266769468002
2020-07-20,37507.249560632685
2020-07-21,36825.0
2020-07-22,37357.00525394046
2020-07-23,38022.08498023716
2020-07-24,37569.47224749773
2020-07-25,32846.39860139861
2020-07-26,30556.28238341969
2020-07-27,36756.84380032206
2020-07-28,36332.959101844426
2020-07-29,36340.13503375844
2020-07-30,35594.88265971316
2020-07-31,36303.11403508772
2020-08-01,32679.222839016653
2020-08-02,30750.282485875705
2020-08-03,33707.15760495526
2020-08-04,34037.685691946834
2020-08-05,35378.225806451606
2020-08-06,36591.737891737896
2020-08-07,36686.78707224335
2020-08-08,32370.48494983277
2020-08-09,31155.03421309873
2020-08-10,36422.38514173998
2020-08-11,35154.530874097836
2020-08-12,36528.485885372116
2020-08-13,36308.11865729898
2020-08-14,35946.814602720115
2020-08-15,31213.708149084017
2020-08-16,29725.916398713824
2020-08-17,35540.232558139534
2020-08-18,36266.52397260274
2020-08-19,36990.4397705545
2020-08-20,36808.90008396305
2020-08-21,36818.77979027645
2020-08-22,30976.754785779394
2020-08-23,30244.40366972477
2020-08-24,36468.90424481737
2020-08-25,37087.6459143969
2020-08-26,35811.132075471694
2020-08-27,35120.63369397218
2020-08-28,35135.36184210526
2020-08-29,31145.522388059704
2020-08-30,30672.372372372367
2020-08-31,35188.516032811334
2020-09-01,35429.98417721519
2020-09-02,36495.660377358494
2020-09-03,35478.289085545715
2020-09-04,35967.91728212703
2020-09-05,30765.098039215685
2020-09-06,27926.027397260277
2020-09-07,33949.72762645914
2020-09-08,35119.780219780216
2020-09-09,35364.9449618967
2020-09-10,35428.80932556203
2020-09-11,35609.32868352223
2020-09-12,31297.409805735428
2020-09-13,30036.74280039722
2020-09-14,35650.814956855225
2020-09-15,36306.43274853801
2020-09-16,36529.158512720154
2020-09-17,36837.9821958457
2020-09-18,36885.06429277943
2020-09-19,32486.875612144948
2020-09-20,29524.620060790272
2020-09-21,34405.35444947209
2020-09-22,34238.54375417502
2020-09-23,34682.70348837209
2020-09-24,33525.23133867983
2020-09-25,32004.975728155336
2020-09-26,31100.341997264026
2020-09-27,26814.2174432497
2020-09-28,31111.27049180328
2020-09-29,31741.356184798806
2020-09-30,30723.546511627912
2020-10-01,26393.06818181818
2020-10-02,27075.50860719875
2020-10-03,27539.000805801774
2020-10-04,28278.818897637797
2020-10-05,32512.8223495702
2020-10-06,31898.043641835968
2020-10-07,31297.93893129771
2020-10-08,30815.349444807314
2020-10-09,27485.650510204086
2020-10-10,27394.09808811305
2020-10-11,27423.001776198937
2020-10-12,33047.98426745329
2020-10-13,33383.91136801541
2020-10-14,32800.90386195563
2020-10-15,32688.093255620315
2020-10-16,32877.6384083045
2020-10-17,28014.838930774502
2020-10-18,26570.437710437713
2020-10-19,31044.452101998624
2020-10-20,31624.217585692997
2020-10-21,32382.5831702544
2020-10-22,31190.58908045977
2020-10-23,29691.765578635015
2020-10-24,26787.19889883001
2020-10-25,26119.24075275795
2020-10-26,31079.05944986691
2020-10-27,31670.01862197393
2020-10-28,31946.777163904237
2020-10-29,31263.111298482298
2020-10-30,30260.911701363962
2020-10-31,26757.446043165466
2020-11-01,26125.439238652998
2020-11-02,30428.10880829016
2020-11-03,29971.663533834588
2020-11-04,29794.672818791943
2020-11-05,30337.934186471663
2020-11-06,31801.734892787525
2020-11-07,28207.918871252205
2020-11-08,25621.656881930852
2020-11-09,29374.87401007919
2020-11-10,29817.524916943523
2020-11-11,29616.293929712458
2020-11-12,30389.61904761905
2020-11-13,30191.853178155776
2020-11-14,27148.345439870864
2020-11-15,26093.669932177843
2020-11-16,30974.311023622045
2020-11-17,31393.725490196084
2020-11-18,31828.0303030303
2020-11-19,32080.832526621492
2020-11-20,32012.214411247798
2020-11-21,28680.70519098922
2020-11-22,26894.270428015563
2020-11-23,30829.029411764706
2020-11-24,30937.41362290227
2020-11-25,31486.666666666668
2020-11-26,31412.887112887114
2020-11-27,30180.915371329877
2020-11-28,26843.101893597835
2020-11-29,25247.235023041478
2020-11-30,29121.403508771928
2020-12-01,29565.84474885845
2020-12-02,29546.608527131782
2020-12-03,29305.837187789086
2020-12-04,29374.77142857143
2020-12-05,26646.759941089837
2020-12-06,25599.238820171267
2020-12-07,29721.626794258376
2020-12-08,29877.242681775257
2020-12-09,30127.166504381694
2020-12-10,30197.2602739726
2020-12-11,29913.957934990434
2020-12-12,26668.480909829406
2020-12-13,25448.47122302159
2020-12-14,29620.000000000004
2020-12-15,29704.053254437866
2020-12-16,29788.856015779093
2020-12-17,29883.167330677294
2020-12-18,29816.0469667319
2020-12-19,26748.726953467954
2020-12-20,25665.262430939227
2020-12-21,29658.30115830116
2020-12-22,29895.70093457944
2020-12-23,30308.47290640394
2020-12-24,29863.00758213985
2020-12-25,29288.5175664096
2020-12-26,26730.16564952049
2020-12-27,25985.461956521744
2020-12-28,29490.677328316084
2020-12-29,30031.65048543689
2020-12-30,29081.996268656716
2020-12-31,28438.01623083859
2021-01-01,25691.736304549675
2021-01-02,25486.111111111113
2021-01-03,25478.187919463086
2021-01-04,29725.490196078434
2021-01-05,30039.17727717923
2021-01-06,30322.580645161288
2021-01-07,30501.474926253686
2021-01-08,30411.361410381975
2021-01-09,28063.10254163015
2021-01-10,27260.78799249531
2021-01-11,30684.52380952381
2021-01-12,30639.134709931175
2021-01-13,29999.999999999996
2021-01-14,30028.763183125597
2021-01-15,29553.57142857143
2021-01-16,27123.775601068566
2021-01-17,26716.549295774646
2021-01-18,29924.17061611374
2021-01-19,30000.0
2021-01-20,29990.476190476187
2021-01-21,30285.714285714283
2021-01-22,30097.181729834792
2021-01-23,27213.254035683945
2021-01-24,25715.48117154812
2021-01-25,29799.45305378304
2021-01-26,29944.186046511626
2021-01-27,29575.289575289575
2021-01-28,29550.35971223022
2021-01-29,29277.87934186472
2021-01-30,26658.93271461717
2021-01-31,25468.886941279583
2021-02-01,29031.620553359688
2021-02-02,29736.328125
2021-02-03,29615.763546798033
2021-02-04,29659.090909090908
2021-02-05,29282.296650717704
2021-02-06,26684.07310704961
2021-02-07,25919.324577861164
2021-02-08,27902.9304029304
2021-02-09,26110.607434270176
2021-02-10,24371.30801687764
2021-02-11,22132.8125
2021-02-12,21919.41391941392
2021-02-13,21960.78431372549
2021-02-14,22444.101773323055
2021-02-15,23469.38775510204
2021-02-16,24707.81893004115
2021-02-17,27877.59131293188
2021-02-18,28527.968596663395
2021-02-19,28621.031746031746
2021-02-20,27394.106813996317
2021-02-21,25253.419147224457
2021-02-22,29361.4931237721
2021-02-23,29923.002887391718
2021-02-24,30039.408866995072
2021-02-25,30079.443892750744
2021-02-26,29726.29521016618
2021-02-27,26468.330134357006
2021-02-28,25018.7265917603
2021-03-01,26566.604127579736
2021-03-02,29415.525114155254
2021-03-03,29681.467181467186
2021-03-04,29778.206364513022
2021-03-05,29872.02925045704
2021-03-06,26919.385796545106
2021-03-07,25791.940018744142
2021-03-08,29760.765550239234
2021-03-09,29941.06090373281
2021-03-10,29892.367906066534
2021-03-11,30048.828125
2021-03-12,29935.956084172
2021-03-13,26785.714285714286
2021-03-14,25638.11188811189
2021-03-15,30078.27788649706
2021-03-16,30685.884691848903
2021-03-17,30723.938223938225
2021-03-18,30726.5774378585
2021-03-19,30875.984251968504
2021-03-20,27751.710654936458
2021-03-21,25693.548387096776
2021-03-22,29605.142332415056
2021-03-23,29722.68907563025
2021-03-24,30049.11591355599
2021-03-25,29854.014598540143
2021-03-26,29917.883211678825
2021-03-27,27681.660899653976
2021-03-28,26853.725850965962
2021-03-29,31463.897131552923
2021-03-30,32043.222003929273
2021-03-31,32097.41550695825
2021-04-01,32011.070110701105
2021-04-02,29097.605893186006
2021-04-03,27640.144665461117
2021-04-04,25223.251895534962
2021-04-05,26070.78039927405
2021-04-06,29832.246039142592
2021-04-07,29898.710865561698
2021-04-08,30091.24087591241
2021-04-09,29485.766758494032
2021-04-10,27012.750455373407
2021-04-11,26616.822429906544
2021-04-12,31146.74441205054
2021-04-13,31633.663366336634
2021-04-14,30605.487228003785
2021-04-15,30698.56459330144
2021-04-16,30655.58633425669
2021-04-17,27562.141491395792
2021-04-18,26122.26277372263
2021-04-19,30756.218905472637
2021-04-20,31325.536062378167
2021-04-21,31872.58687258687
2021-04-22,32751.744765702897
2021-04-23,32129.094412331404
2021-04-24,28412.54752851711
2021-04-25,26536.007292616225
2021-04-26,31322.233104799212
2021-04-27,31755.027422303476
2021-04-28,31500.994035785283
2021-04-29,30210.81576535289
2021-04-30,28393.686165273914
2021-05-01,27284.768211920524
2021-05-02,27218.664226898447
2021-05-03,31768.172888015717
2021-05-04,33038.34808259587
2021-05-05,32675.79908675799
2021-05-06,33062.97709923664
2021-05-07,34188.532555879494
2021-05-08,30348.943985307622
2021-05-09,29223.968565815325
2021-05-10,35084.745762711864
2021-05-11,36001.99401794617
2021-05-12,36653.34665334665
2021-05-13,36709.8703888335
2021-05-14,37073.170731707316
2021-05-15,33949.66118102614
2021-05-16,32443.572129538767
2021-05-17,37421.875
2021-05-18,37289.15662650602
2021-05-19,37597.91122715404
2021-05-20,37463.55685131195
2021-05-21,37673.20261437908
2021-05-22,33886.82745825603
2021-05-23,32103.004291845493
2021-05-24,37893.864013267
2021-05-25,37293.33333333333
2021-05-26,37138.4136858476
2021-05-27,37996.987951807234
2021-05-28,38382.83828382839
2021-05-29,31482.649842271294
2021-05-30,28557.84469096672
2021-05-31,33638.61386138614
2021-06-01,34086.124401913876
2021-06-02,35679.78533094812
2021-06-03,36599.22928709055
2021-06-04,36457.92563600783
2021-06-05,30045.214770158254
2021-06-06,27286.769644056414
2021-06-07,32847.96573875803
2021-06-08,34856.87903970452
2021-06-09,35324.90974729242
2021-06-10,35782.442748091606
2021-06-11,36114.57036114571
2021-06-12,33180.82788671024
2021-06-13,31295.871559633026
2021-06-14,32088.23529411765
2021-06-15,37202.38095238095
2021-06-16,36782.17821782178
2021-06-17,37912.957467853616
2021-06-18,38099.0099009901
2021-06-19,33826.71480144404
2021-06-20,31773.700305810402
2021-06-21,35974.729241877256
2021-06-22,35499.50544015826
2021-06-23,33804.159445407284
2021-06-24,33818.44380403458
2021-06-25,33628.15884476534
2021-06-26,30723.68421052632
2021-06-27,30252.100840336137
2021-06-28,34829.50591510091
2021-06-29,35260.34712950601
2021-06-30,36131.563065781535
2021-07-01,36845.63758389262
2021-07-02,37536.704730831974
2021-07-03,33770.49180327869
2021-07-04,31665.500349895032
2021-07-05,37380.56013179572
2021-07-06,37442.74809160305
2021-07-07,37725.918570009926
2021-07-08,37974.05189620759
2021-07-09,38160.23738872404
2021-07-10,34551.223934723486
2021-07-11,32170.616113744076
2021-07-12,38191.841234840125
2021-07-13,38602.15053763441
2021-07-14,37988.10703666997
2021-07-15,37787.193973634654
2021-07-16,37544.32624113475
2021-07-17,33907.66694146743
2021-07-18,31654.829545454544
2021-07-19,38545.03464203233
2021-07-20,37998.12030075188
2021-07-21,37327.88002726653
2021-07-22,36486.48648648649
2021-07-23,35764.85461441213
2021-07-24,30985.1169383416
2021-07-25,31996.33699633699
2021-07-26,38126.582278481015
2021-07-27,38839.72468043264
2021-07-28,38636.94267515924
2021-07-29,38149.25373134328
2021-07-30,37033.81642512078
2021-07-31,31425.981873111785
2021-08-01,30049.288061336254
2021-08-02,34685.09984639017
2021-08-03,35430.92522179975
2021-08-04,35988.791032826266
2021-08-05,35331.77205308353
2021-08-06,33945.82723279648
2021-08-07,29689.119170984457
2021-08-08,30163.20474777448
2021-08-09,35159.65166908564
2021-08-10,36300.963676797626
2021-08-11,36477.41147741148
2021-08-12,36728.3950617284
2021-08-13,36394.42231075697
2021-08-14,32588.092345078978
2021-08-15,31042.780748663103
2021-08-16,36987.44769874477
2021-08-17,37708.154506437764
2021-08-18,36764.95366470092
2021-08-19,37532.46753246753
2021-08-20,37256.186317321684
2021-08-21,33588.65248226951
2021-08-22,31556.101556101556
2021-08-23,37518.13053988719
2021-08-24,37897.240723120834
2021-08-25,38471.27555988316
2021-08-26,37961.082910321486
2021-08-27,37790.05524861879
2021-08-28,34307.79137153895
2021-08-29,32334.254143646405
2021-08-30,37229.39424031777
2021-08-31,37347.25444702243
2021-09-01,37735.294117647056
2021-09-02,37794.50841452613
2021-09-03,37845.56720686368
2021-09-04,33075.93307593308
2021-09-05,31534.20870767104
2021-09-06,37772.37354085604
2021-09-07,38276.892430278895
2021-09-08,38484.54636091725
2021-09-09,38180.03913894324
2021-09-10,38722.15709261431
2021-09-11,36722.60612043435
2021-09-12,29910.447761194027
2021-09-13,36663.48903717827
2021-09-14,38057.692307692305
2021-09-15,38300.58939096267
2021-09-16,37527.13178294574
2021-09-17,37467.74193548387
2021-09-18,33691.52046783626
2021-09-19,31279.761904761905
2021-09-20,31214.995483288167
2021-09-21,31458.73320537428
2021-09-22,37904.667328699106
2021-09-23,38068.04374240583
2021-09-24,37739.20406435224
2021-09-25,33635.22012578616
2021-09-26,31368.523949169106
2021-09-27,37182.74111675127
2021-09-28,36968.42105263158
2021-09-29,37168.073676132
2021-09-30,37228.571428571435
2021-10-01,37309.0481786134
2021-10-02,33557.692307692305
2021-10-03,31000.0
2021-10-04,37522.47752247752
2021-10-05,37711.86440677966
2021-10-06,37592.89176090468
2021-10-07,37708.333333333336
2021-10-08,37606.490872210954
2021-10-09,33404.808317089024
2021-10-10,30916.808149405773
2021-10-11,30825.471698113204
2021-10-12,36066.565809379725
2021-10-13,35329.67032967033
2021-10-14,34860.94316807739
2021-10-15,36326.002587322124
2021-10-16,32378.502001143508
2021-10-17,27313.308302044225
2021-10-18,32076.086956521744
2021-10-19,32769.50565812984
2021-10-20,33289.21244209133
2021-10-21,32808.25638240087
2021-10-22,31241.987179487176
2021-10-23,28520.097442143728
2021-10-24,26927.999999999996
2021-10-25,31684.952978056426
2021-10-26,32318.435754189948
2021-10-27,32301.980198019806
2021-10-28,31825.396825396827
2021-10-29,31265.164644714045
2021-10-30,28130.08130081301
2021-10-31,27193.939393939392
2021-11-01,31639.96229971725
2021-11-02,31812.29773462783
2021-11-03,32106.870229007633
2021-11-04,32446.16709732989
2021-11-05,33309.6926713948
2021-11-06,29879.847078099403
2021-11-07,28271.334792122536
2021-11-08,31203.91705069125
2021-11-09,30247.29520865533
2021-11-10,30130.825838103025
2021-11-11,30227.272727272728
2021-11-12,29951.45631067961
2021-11-13,27290.666666666668
2021-11-14,26069.114470842334
2021-11-15,30678.6941580756
2021-11-16,31191.999999999996
2021-11-17,31442.542787286064
2021-11-18,31281.58844765343
2021-11-19,31340.65934065934
2021-11-20,28280.38674033149
2021-11-21,27265.46906187625
2021-11-22,30325.837540156033
2021-11-23,30209.580838323356
2021-11-24,30457.774269928967
2021-11-25,30781.86082877248
2021-11-26,30177.12177121771
2021-11-27,27689.450222882613
2021-11-28,26710.730948678072
2021-11-29,31087.443946188345
2021-11-30,30448.3282674772
2021-12-01,29836.280288146696
2021-12-02,30157.85319652723
2021-12-03,29671.44563918758
2021-12-04,27104.294478527605
2021-12-05,26193.92185238784
2021-12-06,30191.082802547768
2021-12-07,30255.5910543131
2021-12-08,30285.51034975018
2021-12-09,30862.559241706163
2021-12-10,30413.43669250646
2021-12-11,27807.98640611725
2021-12-12,26204.29483459083
2021-12-13,30244.444444444445
2021-12-14,30745.967741935485
2021-12-15,30980.39215686275
2021-12-16,31029.25243770314
2021-12-17,29963.76811594203
2021-12-18,26945.843828715362
2021-12-19,26088.280060882804
2021-12-20,30367.816091954024
2021-12-21,30741.13856068743
2021-12-22,30754.52716297787
2021-12-23,31024.327784891168
2021-12-24,30208.333333333332
2021-12-25,27293.165467625902
2021-12-26,26581.39534883721
2021-12-27,30289.38906752412
2021-12-28,29981.566820276497
2021-12-29,29925.373134328354
2021-12-30,29037.823490378236
2021-12-31,26444.44444444444
2022-01-01,25661.0
2022-01-02,25915.0
2022-01-03,29976.0
2022-01-04,30330.0
2022-01-05,30449.0
2022-01-06,30276.0
2022-01-07,29962.0
2022-01-08,27356.0
2022-01-09,26562.0
2022-01-10,30205.0
2022-01-11,30464.0
2022-01-12,30206.0
2022-01-13,30167.0
2022-01-14,29843.0
2022-01-15,27792.0
2022-01-16,26793.0
2022-01-17,30586.0
2022-01-18,30609.0
2022-01-19,30317.0
2022-01-20,30620.0
2022-01-21,30743.0
2022-01-22,29486.0
2022-01-23,27161.0
2022-01-24,30310.0
2022-01-25,30007.0
2022-01-26,30050.0
2022-01-27,29406.0
2022-01-28,27653.0
2022-01-29,26219.0
2022-01-30,25107.0
2022-01-31,23121.0
2022-02-01,22881.0
2022-02-02,22967.0
2022-02-03,23955.0
2022-02-04,24691.0
2022-02-05,25315.0
2022-02-06,25883.0
2022-02-07,29753.0
2022-02-08,29989.0
2022-02-09,30269.0
2022-02-10,30379.0
2022-02-11,30165.0
2022-02-12,28017.0
2022-02-13,27038.0
2022-02-14,30572.0
2022-02-15,30598.0
2022-02-16,30491.0
2022-02-17,30800.0
2022-02-18,30625.0
2022-02-19,28391.0
2022-02-20,28434.0
2022-02-21,31361.0
2022-02-22,30977.0
2022-02-23,31318.0
2022-02-24,31098.0
2022-02-25,30121.0
2022-02-26,27822.0
2022-02-27,26196.0
2022-02-28,27337.0
2022-03-01,30503.0
2022-03-02,30678.0
2022-03-03,28956.0
2022-03-04,30215.0
2022-03-05,27401.0
2022-03-06,26361.0
2022-03-07,29717.0
2022-03-08,29944.0
2022-03-09,30294.0
2022-03-10,30341.0
2022-03-11,30346.0
2022-03-12,27904.0
2022-03-13,27407.0
2022-03-14,31282.0
2022-03-15,31851.0
2022-03-16,31969.0
2022-03-17,32109.0
2022-03-18,31533.0
2022-03-19,28345.0
2022-03-20,27575.0
2022-03-21,31906.0
2022-03-22,31428.0
2022-03-23,30463.0
2022-03-24,30991.0
2022-03-25,31782.0
2022-03-26,29121.0
2022-03-27,26903.0
2022-03-28,30659.0
2022-03-29,31129.0
2022-03-30,31767.0
2022-03-31,31785.0
2022-04-01,29914.0
2022-04-02,27769.0
2022-04-03,26157.0
2022-04-04,26425.0
2022-04-05,27053.0
2022-04-06,30775.0
2022-04-07,30819.0
2022-04-08,31376.0
2022-04-09,28868.0
2022-04-10,27983.0
2022-04-11,33078.0
2022-04-12,33605.0
2022-04-13,33877.0
2022-04-14,32705.0
2022-04-15,31605.0
2022-04-16,27840.0
2022-04-17,27028.0
2022-04-18,31422.0
2022-04-19,31218.0
2022-04-20,31713.0
2022-04-21,32539.0
2022-04-22,33799.0
2022-04-23,30214.0
2022-04-24,29730.0
2022-04-25,34891.0
2022-04-26,35908.0
2022-04-27,35996.0
2022-04-28,35772.0
2022-04-29,36370.0
2022-04-30,29175.0
2022-05-01,26542.0
2022-05-02,26936.0
2022-05-03,30835.0
2022-05-04,32030.0
2022-05-05,32424.0
2022-05-06,33108.0
2022-05-07,29634.0
2022-05-08,28573.0
2022-05-09,33318.0
2022-05-10,34565.0
2022-05-11,34376.0
2022-05-12,34609.0
2022-05-13,33919.0
2022-05-14,29210.0
2022-05-15,27267.0
2022-05-16,30539.0
2022-05-17,30671.0
2022-05-18,32497.0
2022-05-19,33137.0
2022-05-20,33236.0
2022-05-21,29026.0
2022-05-22,28262.0
2022-05-23,33149.0
2022-05-24,33542.0
2022-05-25,33628.0
2022-05-26,34002.0
2022-05-27,33084.0
2022-05-28,30774.0
2022-05-29,30257.0
2022-05-30,36132.0
2022-05-31,35958.0
2022-06-01,36776.0
2022-06-02,36621.0
2022-06-03,31933.0
2022-06-04,31050.0
2022-06-05,31847.0
2022-06-06,36667.0
2022-06-07,35107.0
2022-06-08,34093.0
2022-06-09,34479.0
2022-06-10,34809.0
2022-06-11,31673.0
2022-06-12,30165.0
2022-06-13,36774.0
2022-06-14,37740.0
2022-06-15,36446.0
2022-06-16,36432.0
2022-06-17,36661.0
2022-06-18,33477.0
2022-06-19,32184.0
2022-06-20,38609.0
2022-06-21,38666.0
2022-06-22,39266.0
2022-06-23,39940.0
