00:00,284.7,963.9,42.6,273.8,1078.6,250.8,32.1,5.5,89.7,3.5,0.0,45.2,0.0,0.7
00:10,284.2,962.5,40.0,271.1,1110.2,199.8,32.1,5.4,99.4,3.5,0.0,36.9,0.0,0.7
00:20,284.8,962.4,47.8,272.1,1115.2,191.7,32.1,5.4,102.2,3.5,0.0,20.5,0.0,0.7
00:30,284.3,960.8,41.8,272.0,1112.1,192.1,31.8,5.3,91.8,3.5,0.0,0.0,0.0,0.7
00:40,284.8,959.5,46.5,271.9,1105.9,191.8,31.8,5.2,87.2,3.7,0.0,0.0,0.0,0.7
00:50,284.6,960.5,45.3,271.5,1098.4,180.9,31.9,5.1,88.9,3.7,0.0,0.0,-26.8,0.7
01:00,284.8,962.3,43.9,271.7,1103.7,163.5,31.8,5.1,81.0,3.6,0.0,0.0,-26.7,0.7
01:10,285.4,960.2,44.1,272.8,1120.3,150.3,31.7,4.9,84.4,3.6,0.0,0.0,-38.0,0.7
01:20,284.5,961.8,48.0,272.6,1119.0,146.8,32.0,4.9,83.3,3.6,0.0,0.0,-52.7,0.7
01:30,284.0,962.6,48.5,272.2,1123.4,133.1,31.9,4.9,78.9,3.6,0.0,0.0,-53.1,0.7
01:40,284.4,961.7,45.3,272.4,1125.2,106.1,31.6,4.9,76.8,3.6,0.0,0.0,-53.0,0.7
01:50,284.4,960.9,44.9,271.6,1129.4,96.1,31.8,4.8,89.7,3.6,0.0,0.0,-58.7,0.7
02:00,284.4,961.3,46.3,271.4,1140.9,95.7,31.9,4.8,83.6,3.5,0.0,2.9,-81.8,0.7
02:10,284.9,962.5,40.2,271.4,1129.4,95.5,31.8,4.8,81.5,3.4,0.0,0.0,-102.8,0.7
02:20,284.2,960.7,44.1,271.2,1135.2,95.6,31.5,4.8,86.1,3.4,0.0,0.0,-102.8,0.7
02:30,284.7,961.8,43.4,274.3,1115.6,96.1,31.4,4.7,76.0,3.4,0.0,0.0,-103.3,0.7
02:40,284.8,961.6,39.7,272.6,1096.4,96.0,31.4,4.7,78.5,3.5,0.0,0.0,-103.1,0.7
02:50,284.6,960.9,41.9,272.2,1109.3,95.8,31.4,4.7,77.5,3.4,0.0,0.0,-102.7,0.7
03:00,284.3,958.5,46.7,271.5,1105.1,95.9,31.4,4.6,83.9,3.5,0.0,0.0,-103.5,0.7
03:10,284.2,961.3,44.5,271.9,1109.7,95.8,31.2,4.6,77.2,3.5,0.0,0.0,-127.2,0.7
03:20,284.7,962.4,46.0,271.9,1079.9,96.0,31.1,4.6,77.1,3.6,0.0,0.0,-127.3,0.7
03:30,284.1,960.3,41.0,272.4,1079.9,96.0,31.2,4.6,75.0,3.5,0.0,0.0,-127.0,0.7
03:40,284.2,962.7,46.2,272.8,1074.7,96.0,31.1,4.6,73.1,3.6,0.0,0.0,-127.0,0.7
